"Date","Sales","TV_Ads_Expenditure","Social_Media_Ads_Expenditure","Discounts_Offered","Customer_Traffic","Competitor_Pricing","Seasonality_Factor","Economic_Indicator"
2012-07-29,6517.99,5056.02,2373.52,14.58,220,100.01,-0.47,1.72
2012-08-05,6713.66,4948.02,1784.28,11.26,222,100.44,-0.57,1.54
2012-08-12,4690.84,3246.76,2355.44,19.44,158,104.08,-0.67,2.47
2012-08-19,5315.36,5099.33,2067.05,6.7,204,97.9,-0.75,2.37
2012-08-26,4703.73,4428.15,3326.36,21.26,172,89.49,-0.83,2.17
2012-09-02,5072.11,4025.99,2309.6,6.35,235,92.99,-0.89,1.89
2012-09-09,6581.44,4820.09,3243.23,12.28,200,111.04,-0.94,1.87
2012-09-16,6942.8,6014.94,2882.86,12.77,191,95.5,-0.97,2.17
2012-09-23,3474.09,3007.25,1853.15,16.04,196,97.61,-0.99,1.79
2012-09-30,4724.23,4572.72,2367.51,15.9,197,115.88,-1,1.73
2012-10-07,6162.27,5116.64,3708.09,29.8,207,105.34,-0.99,2.74
2012-10-14,6832.72,4106.79,3722.46,20.29,185,93.46,-0.97,1.47
2012-10-21,8485.92,5333.9,4604.46,12.88,208,113.55,-0.93,1.5
2012-10-28,7364.42,5411.43,2997.14,26.56,198,102.48,-0.88,1.48
2012-11-04,5780.18,4966.96,1803.34,13.44,190,102.96,-0.82,1.71
2012-11-11,5865.55,2534.1,2385.27,21.79,198,108.13,-0.75,2.29
2012-11-18,6770.15,7571.46,3326.79,27.49,223,99.93,-0.66,1.85
2012-11-25,8074.67,4794.7,4520.11,26.11,205,99.52,-0.57,1.66
2012-12-02,6628.07,5651.19,3088.01,7.24,208,103.09,-0.46,1.83
2012-12-09,6069.84,5273.77,3912.31,12.48,206,96.57,-0.35,2.22
2012-12-16,4936.55,6024.67,3614.47,18.27,208,95.92,-0.24,1.72
2012-12-23,7444.46,5817.66,2065.53,14.48,218,109.44,-0.12,2.56
2012-12-30,4654.91,4790.21,2863.11,26.13,199,107.21,0,1.75
2013-01-06,6320.56,5378.17,4044.21,26.53,203,100.63,0.1,1.84
2013-01-13,6558.54,4054.59,3700.88,22.03,227,110.1,0.22,2.16
2013-01-20,7903.38,5856.92,3371.04,17.51,192,83.48,0.34,1.58
2013-01-27,7341.33,4538.96,3381.69,25.02,204,84.3,0.45,1.61
2013-02-03,7662.89,7416.77,2606.88,6.16,197,98.62,0.55,2.23
2013-02-10,5153.98,3348.95,1944.49,11.54,190,98,0.65,1.12
2013-02-17,6187.74,4536.01,4036.34,9.97,200,110.1,0.74,1.34
2013-02-24,6861.6,5825.38,1863.82,25.4,171,95.9,0.81,2.47
2013-03-03,7105.74,5510.13,2248.88,26.08,207,85.13,0.88,2.06
2013-03-10,7327.29,4410.52,3503.17,25.82,203,102.21,0.93,1.69
2013-03-17,5525.15,4003.22,1990.24,11.77,203,90.87,0.97,2.17
2013-03-24,5937.14,5144.48,2558.5,5.49,229,109.17,0.99,2.69
2013-03-31,8350.18,4985.69,2053.76,20.77,179,85.42,1,2.4
2013-04-07,5015.17,3209.72,3496.53,23.7,197,79.83,1,2.13
2013-04-14,7233.88,5034.55,3357.05,17.64,213,98.06,0.98,2.17
2013-04-21,5787.56,5190.23,3337.51,14.12,196,92.69,0.94,1.97
2013-04-28,6990.42,5174.73,3353.97,12.75,197,119.38,0.9,1.51
2013-05-05,6402.2,3944.98,3445.8,13.99,191,90.73,0.84,2.34
2013-05-12,6111.08,5476.13,3511.49,14.07,202,98.41,0.76,1.94
2013-05-19,5085.81,6378.57,1425.07,18.47,177,103.11,0.68,1.3
2013-05-26,6052.91,5456.24,2880.95,21.31,204,107.36,0.59,1.7
2013-06-02,6362.09,3864.41,3089.97,15.09,194,95.23,0.49,1.81
2013-06-09,6340.76,4564.35,3579.74,19.58,210,114.64,0.38,2.36
2013-06-16,5793.93,5346.1,2050.01,22.39,213,89.84,0.26,2.56
2013-06-23,5375.33,4352.95,2600.32,27.29,195,108.66,0.15,1.46
2013-06-30,4362.3,2842.35,2141.09,28.7,248,104.24,0.03,2.3
2013-07-07,7054.03,5884.25,3845.79,15.52,236,89.09,-0.09,2.12
2013-07-14,4522.2,4170.52,4023.26,20.92,192,99.42,-0.21,1.66
2013-07-21,5726.42,4426.44,3630.14,9.45,212,114.4,-0.33,1.64
2013-07-28,5863.36,6503.9,2022.08,7.01,224,93.5,-0.44,1.39
2013-08-04,6527.76,4225.86,3361.56,19.15,184,93.4,-0.55,2.44
2013-08-11,8828.93,5845.73,3920.36,25.42,201,110.67,-0.64,2.24
2013-08-18,6205.83,3739.32,3134.35,23.99,202,95.78,-0.73,1.48
2013-08-25,5390.88,4645.46,2547.11,19.3,220,98.4,-0.81,1.82
2013-09-01,5537.45,4926.44,2131.11,29.72,168,108.64,-0.87,1.48
2013-09-08,5862.21,3831.35,2467.76,29.88,218,101.72,-0.92,2.05
2013-09-15,7114.59,4365.25,3571.88,13.04,184,95.28,-0.96,2.8
2013-09-22,7406.75,4971.16,2654.67,9.3,215,114.94,-0.99,1.98
2013-09-29,6127.07,5670.7,3182.09,14.3,193,95.61,-1,2.47
2013-10-06,6448.6,3349.45,4035.96,18.47,216,108.12,-1,2.94
2013-10-13,6342.41,4650.25,3462.67,25.28,218,106.3,-0.98,3.14
2013-10-20,5322.81,5756.41,4091.74,22.47,218,95.71,-0.95,1.34
2013-10-27,4243.82,4461.19,1638.74,27.5,196,125.59,-0.9,1.71
2013-11-03,5930.4,5227.29,2775.46,23.08,179,97.25,-0.84,2.21
2013-11-10,6084.88,5492.23,3052.05,11.38,214,82.81,-0.77,2.25
2013-11-17,7287.57,5267.84,3462.87,12.72,182,98.22,-0.69,1.99
2013-11-24,7243.53,5653.26,2064.63,23.67,212,103.27,-0.59,2.65
2013-12-01,7854.85,4877.29,3644.95,10.13,197,110.19,-0.49,1.69
2013-12-08,8179.15,4586.32,3245.91,12.15,194,107.1,-0.39,1.96
2013-12-15,5011.03,2356.85,3211.04,27.47,219,94.38,-0.27,2.31
2013-12-22,6384,4907.06,3406.79,9.2,192,121.23,-0.15,2.44
2013-12-29,7707.82,5430.28,2906.91,8.59,225,116.83,-0.03,2.89
2014-01-05,6339.15,5535.4,3740.44,23.34,206,94.71,0.09,1.96
2014-01-12,8217.66,4444.72,3518.58,18.57,191,83.54,0.21,1.66
2014-01-19,7470.84,6779.5,2879.83,18.56,201,92.38,0.32,2.11
2014-01-26,7105.33,5286.42,3832.3,22.58,220,105.86,0.43,1.61
2014-02-02,6356.34,5126.32,3234.05,21.29,204,93.68,0.54,2.49
2014-02-09,8550.97,6272.27,3535,24.03,195,107.93,0.64,1.45
2014-02-16,6645.43,4281.53,2524.66,12.02,211,89.93,0.72,3.11
2014-02-23,7138.7,4549.66,4264.35,29.6,181,87.54,0.8,2.45
2014-03-02,8136.7,7397.45,2996.81,29.09,202,106.19,0.87,1.8
2014-03-09,8635.61,5011.13,3678.27,5.7,171,101.02,0.92,1.57
2014-03-16,9109.18,6633.57,2919.91,23.68,202,96.61,0.96,2.45
2014-03-23,7225.6,3561.49,2776.3,14.17,190,98.65,0.99,2.67
2014-03-30,6529.28,4809.48,3627.55,13.85,200,96.12,1,0.88
2014-04-06,7794.52,5378.42,1732.31,5.48,209,80.76,1,2.95
2014-04-13,8514.35,5300.04,3382.69,23.97,189,86.03,0.98,1.73
2014-04-20,6759.65,3994.36,3314.85,8.94,208,107.18,0.95,1.45
2014-04-27,5602.44,5019.26,843.74,7.81,191,106.38,0.9,2.05
2014-05-04,7569.66,3922.58,3294.7,22.85,209,127.25,0.85,1.8
2014-05-11,7791.44,5712.7,1265.27,16.13,208,85.09,0.77,2.65
2014-05-18,8724.98,6084.78,3527.84,5.65,177,96.11,0.69,2.33
2014-05-25,5679.85,2775.01,2636.87,27.99,193,99.61,0.6,1.66
2014-06-01,5854.58,6235.69,2444.05,24.62,197,105.64,0.5,2.37
2014-06-08,6259.85,3758.96,2994.52,15.63,227,89.45,0.39,1.87
2014-06-15,7452.91,5454.77,4098.44,8.23,216,102.18,0.28,1.98
2014-06-22,8559.06,5659.9,2491.74,25.47,200,92.06,0.16,2.06
2014-06-29,6142.58,4800.11,3446.48,22.92,199,100.02,0.04,1.96
2014-07-06,5664.45,4354.89,3272.93,15.3,200,84.13,-0.08,1.46
2014-07-13,5245.39,5165.32,2056.39,9.37,201,90.95,-0.2,2.85
2014-07-20,5472.9,5438.82,1607.18,5.27,201,92.37,-0.31,1.65
2014-07-27,5864.66,5883.3,1405.93,13.52,190,103.99,-0.43,1.55
2014-08-03,4256.62,2947.66,3441.02,9.73,169,111.62,-0.53,1.29
2014-08-10,6876.79,3363.62,2972.21,19.06,185,91.11,-0.63,2.23
2014-08-17,6852.16,6430.4,4480.46,19.7,202,90.93,-0.72,1.55
2014-08-24,5901.18,6046.63,3458.94,12.04,179,99.45,-0.8,1.77
2014-08-31,5453.11,5435.29,3679.76,28.15,210,96.39,-0.86,2.07
2014-09-07,7529.87,5715.18,4067.51,22.6,204,100.41,-0.92,1.81
2014-09-14,7459.16,5917.17,2599.42,11.91,207,94.07,-0.96,1.89
2014-09-21,3297.46,2339.08,3408.08,22.88,191,95.02,-0.99,2.07
2014-09-28,5563.16,6110.28,3695.03,20.22,192,94.89,-1,2.38
2014-10-05,7480.53,4515.01,4095.48,15.21,205,98.39,-1,2.99
2014-10-12,7970.61,5230.62,3610.12,9.18,189,100.33,-0.98,1.51
2014-10-19,5372.29,4704.84,3336.92,5.61,191,106.48,-0.95,2.54
2014-10-26,4748.44,5871.96,2305.42,8.87,198,102.02,-0.91,2.42
2014-11-02,5449.98,4651.53,3583.65,19.66,178,104.33,-0.85,0.56
2014-11-09,8255.11,5518.5,3400.21,10.46,214,90.52,-0.78,1.97
2014-11-16,5752.01,4609.32,3507.4,6.11,210,99.34,-0.7,2.27
2014-11-23,4581.62,3907.21,3338.92,27.86,202,101.51,-0.61,2.83
2014-11-30,7827.2,6210.01,2838.53,26.75,189,87.92,-0.51,1.3
2014-12-07,6148.23,5740.9,2938.51,25.66,210,92.46,-0.4,1.9
2014-12-14,6420.1,6724.26,3549.89,20.24,195,95.06,-0.29,0.95
2014-12-21,6475.3,5065.15,3137.31,23.09,205,100.26,-0.17,2.24
2014-12-28,7041.27,6125,2335.91,24.92,215,77.51,-0.05,2.61
2015-01-04,7382.36,6975.42,2767.87,26.69,191,113.34,0.07,2.05
2015-01-11,7278.91,4718.52,1944.7,22.51,214,103.21,0.19,2.36
2015-01-18,4488.79,3677.05,2226.37,13.39,190,106.02,0.3,1.54
2015-01-25,5139.38,4760.65,2884.31,17.44,219,104.8,0.42,2.55
2015-02-01,7155.89,4785.96,1561.49,24.41,206,102.15,0.52,1.98
2015-02-08,8923.62,5151.68,1649.17,15.48,202,74.65,0.62,2.1
2015-02-15,7753.71,6712.3,3882.05,19.58,211,100.46,0.71,2.03
2015-02-22,7534.82,4673.86,2538.7,12.51,192,99.49,0.79,2.23
2015-03-01,6999.6,5373,1518.65,8.68,208,81.9,0.86,2.24
2015-03-08,5848.05,4772.32,2909.71,11.89,214,107.88,0.91,2.42
2015-03-15,7815.75,5020.45,4056.86,10.07,201,85.25,0.96,2.41
2015-03-22,8645.55,5314.06,3529.8,10.63,191,96.52,0.98,2.78
2015-03-29,8696.81,6328.21,3353.11,18,177,84.07,1,2.37
2015-04-05,7670.59,5121.32,3947,28.02,200,94.9,1,1.99
2015-04-12,6891.42,5712.84,2382.8,19.54,215,110.23,0.98,1.04
2015-04-19,8143.83,5778.86,3583.75,11.54,198,99.6,0.95,2.05
2015-04-26,7399.66,5914.77,2530.33,14.35,221,96.75,0.91,1.24
2015-05-03,6030.65,4425.61,3000.61,19.09,196,113.13,0.85,2.53
2015-05-10,8862.28,6626.88,4771.57,8.99,189,114,0.79,1.47
2015-05-17,7217.44,4619.04,3775.55,21.77,199,96.83,0.71,1.75
2015-05-24,9666.7,4894.22,3614.41,5.46,210,92.57,0.62,2.47
2015-05-31,7349,6404.05,2113.34,5.31,202,104.88,0.52,1.52
2015-06-07,7160.93,6294.08,2371.01,21.62,200,104.74,0.41,2.29
2015-06-14,7624.8,3910.01,4827.29,10.14,173,111.9,0.3,1.38
2015-06-21,4472.86,4126.93,2125.36,14.6,198,89,0.18,1.3
2015-06-28,7211.67,3641.92,3171.58,8.99,210,99.88,0.06,2.35
2015-07-05,5448.69,5181.85,3714.06,22.71,196,104.63,-0.06,2.26
2015-07-12,8158.72,5164.84,3815.01,20.37,226,91.73,-0.18,2.04
2015-07-19,7727.71,5364.11,3871.29,6.53,209,87.01,-0.3,1.56
2015-07-26,7482.17,5552.16,2869.5,15.16,213,81.06,-0.41,2.17
2015-08-02,3881.88,4398.11,2343.21,7.63,164,99.54,-0.52,2.57
2015-08-09,4393.02,4006.3,2754.19,15.06,197,99.6,-0.62,1.92
2015-08-16,8728.97,6026.79,2278.32,16.39,223,95.5,-0.71,2.39
2015-08-23,6578.08,5751.06,3501.65,20.62,188,99.24,-0.79,2.42
2015-08-30,4299.61,3490.83,3896.28,6.97,190,84.63,-0.85,1.99
2015-09-06,6628.16,4904.85,4701.77,13.55,221,107.89,-0.91,2.11
2015-09-13,5370.02,4104.05,3292.89,5.59,191,101.67,-0.95,1.79
2015-09-20,6448.11,2929.25,2300.17,13.54,191,93.96,-0.98,1.67
2015-09-27,6227.11,5150.12,3819.58,24.58,197,95.84,-1,1.86
2015-10-04,7315.43,4920.79,3723.81,23.53,177,107.95,-1,0.94
2015-10-11,6037.32,4902.63,2809.4,25.4,193,96.26,-0.98,2.11
2015-10-18,4489.92,5216.15,1753.72,6.39,196,121.12,-0.96,2.61
2015-10-25,6834.12,5882.47,3609.05,8.79,177,110.19,-0.91,2.26
2015-11-01,6251.41,5205.6,3903.32,21.33,195,92.56,-0.86,2.73
2015-11-08,6408.31,4383.56,2763.91,14.82,179,89.26,-0.79,1.99
2015-11-15,5691.06,4265.2,3428.99,9.59,182,106.46,-0.71,1.02
2015-11-22,5592.47,4868.2,2779.29,8.21,181,99.98,-0.62,1.74
2015-11-29,8312.57,5310.02,3545.85,8.22,187,106.72,-0.52,1.72
2015-12-06,4882.06,3960.32,2906.17,20.6,213,90.27,-0.42,2.49
2015-12-13,4924.21,4815.69,2724.26,17.55,200,100.93,-0.3,2.31
2015-12-20,6330.3,5967.27,3089.3,17.2,193,99.36,-0.19,2.84
2015-12-27,5344.52,4891.72,2773.28,26.82,177,109.79,-0.07,1.85
2016-01-03,4949.26,4301.58,2527.19,9.81,194,102.52,0.05,2.41
2016-01-10,6723.35,4724.05,2747.25,23.99,181,96.56,0.17,1.83
2016-01-17,6453.11,6114.65,2993.48,10.49,189,96.9,0.29,1.72
2016-01-24,7006.42,5550.04,3166,8.92,203,101.92,0.4,2.2
2016-01-31,7162.2,6236.68,4225.94,8.6,200,93.74,0.51,1.58
2016-02-07,6944.43,5139.1,1913.6,27.16,197,102.34,0.61,2.54
2016-02-14,8426.15,5410.28,2840.3,21.72,230,86.01,0.7,2.18
2016-02-21,6965.61,4441.54,3505.22,16.42,199,95.81,0.78,1.93
2016-02-28,8067.08,5605.37,4409.62,22.9,185,109.24,0.85,1.63
2016-03-06,5928.2,4493.67,3340.81,22.68,195,99.33,0.91,1.5
2016-03-13,5192.53,3579.43,2989,21.17,197,112.12,0.95,0.76
2016-03-20,7355.84,5127.99,2753.95,27.9,215,100.17,0.98,2.29
2016-03-27,8621.28,6945.85,3331.45,9.99,201,109.87,1,1.83
2016-04-03,5922.03,5800.91,3791.25,15.87,189,103.21,1,1.7
2016-04-10,8810.02,6165.25,2852.91,5.93,173,94.36,0.99,2.5
2016-04-17,6917.04,5358.86,3131.01,8.94,198,108.62,0.96,3.17
2016-04-24,6244.69,4391.44,3173.55,22.56,205,109.21,0.92,1.99
2016-05-01,6915.88,4797.76,3583.42,23.5,187,90.26,0.86,2.1
2016-05-08,5759.76,4726.75,3889.1,15.74,182,102.44,0.8,2.43
2016-05-15,7325.6,4531.3,3223.33,13.77,183,114.92,0.72,2.81
2016-05-22,6897.91,5704.17,2939.06,17.11,199,101.67,0.63,2.12
2016-05-29,6986.55,3802.64,4115.73,5.59,223,106.85,0.53,1.97
2016-06-05,6314.04,5866.37,3131.63,26.22,195,113.53,0.43,2.05
2016-06-12,7687.32,5864.15,4262.28,21.32,174,102,0.31,2.09
2016-06-19,6732.06,3801.38,2950.46,9.64,194,82.94,0.2,2.18
2016-06-26,7752.77,5639.49,3491.14,18.68,183,98.11,0.08,1.65
2016-07-03,6271.79,7430.23,1763.13,26.84,213,108.24,-0.04,1.87
2016-07-10,7641.43,4442.78,2910.09,10.74,226,89.87,-0.16,1.14
2016-07-17,6771.27,5844.9,2982.56,13.49,191,96.8,-0.28,1.89
2016-07-24,4332.21,4217.8,2393.32,24.4,237,95.55,-0.39,1.74
2016-07-31,6436.34,6110.71,2171.29,10.95,211,76.63,-0.5,2.41
2016-08-07,7317.23,5249.82,3758.53,6.91,209,108.07,-0.6,1.97
2016-08-14,6447.25,6651.92,3731.33,15.46,228,90.12,-0.69,1.53
2016-08-21,3271.97,3541.03,1961.01,9.99,195,86.51,-0.77,1.73
2016-08-28,5824.72,4948.7,3339.5,21.29,197,92.82,-0.85,1.83
2016-09-04,5993.09,4473.07,2109.96,20.54,225,94.68,-0.9,1.46
2016-09-11,6249.74,4802.74,2159.14,15.45,160,102.86,-0.95,2.5
2016-09-18,4581.32,4370.42,3420.33,8.72,185,84.36,-0.98,2.12
2016-09-25,6353.1,4166.16,2451.18,9.6,199,88.81,-1,2.22
2016-10-02,6020.4,5578.72,3794.78,15.63,212,94.54,-1,1.21
2016-10-09,4269.49,3912.42,3030.82,14.73,189,100.39,-0.99,1.39
2016-10-16,6467.39,6484.03,3428.92,6.43,213,110.51,-0.96,1.73
2016-10-23,5606.18,3813.79,2581.1,5.14,199,94.72,-0.92,2.63
2016-10-30,5337.55,5101.08,2079.02,27.07,192,103.11,-0.87,1.81
2016-11-06,6530.73,5532.99,3731.8,12.64,198,111.34,-0.8,2.57
2016-11-13,5778.23,5586.74,3190.46,29.06,190,72.37,-0.72,2.25
2016-11-20,5951.77,4698.25,2808.75,21.89,187,97.72,-0.64,1.91
2016-11-27,5944.95,5079.5,3055.39,26.36,184,108.09,-0.54,1.65
2016-12-04,7659.12,5961.26,4060.73,15.82,205,98.15,-0.43,2.68
2016-12-11,4733.5,3543.53,2441.47,28.14,193,107.5,-0.32,2.3
2016-12-18,5860,4218.26,2400.47,23.86,209,98.12,-0.21,1.99
2016-12-25,4719.21,5320.4,2504.31,11.93,182,108.56,-0.09,2.07
2017-01-01,4872.8,4555.22,1732.01,22.16,205,101.62,0.02,1.69
2017-01-08,6059.25,6370,3655.7,28.03,203,96.43,0.14,2.93
2017-01-15,6083.47,5673.25,3153.9,23.52,207,100.95,0.26,2.29
2017-01-22,6798.22,5072.17,3165.74,21.81,228,95.53,0.37,2.45
2017-01-29,7557.34,3492.24,2965.32,23.6,213,113.95,0.48,1.5
2017-02-05,6400.09,5026.1,2591.87,7.83,202,112.39,0.58,1.22
2017-02-12,6856.97,4683.58,2341.27,6.03,225,104.78,0.67,2.98
2017-02-19,6644,4897.65,3681.49,14.33,208,96.22,0.76,2.04
2017-02-26,5101.45,3818.44,1859.05,17.54,209,94.4,0.83,1.73
2017-03-05,6904.18,5498.66,3352.24,28.76,217,91.22,0.89,1.96
2017-03-12,7132.71,3961.04,2365.91,28.71,202,93.82,0.94,1.76
2017-03-19,8270.86,4773.78,3225.85,21.12,210,97.51,0.97,2.51
2017-03-26,6688.35,5381.43,2407.45,12.89,196,103.77,0.99,2.35
2017-04-02,6634.95,4216.48,2581.33,18.31,214,120.83,1,3.14
2017-04-09,7682.72,5582.99,4415.49,21.87,205,107.58,0.99,1.33
2017-04-16,5870.17,3683.49,3534.63,26.43,192,93.51,0.97,1.83
2017-04-23,4478.3,2190.23,1284.08,18.93,192,111.31,0.93,2.25
2017-04-30,8159.84,5464.97,3101.13,7.36,232,86.31,0.88,2.83
2017-05-07,8130.24,5840.54,2638.55,22.78,200,89.88,0.82,1.49
2017-05-14,6400.13,4714.15,2090.7,25.88,196,88.27,0.74,2.01
2017-05-21,7810.95,5504.13,3167.83,14.82,191,99.78,0.66,1.8
2017-05-28,8134.51,3844.08,3103.97,9.87,204,81.66,0.56,1.21
2017-06-04,5524.35,4872.85,2737.19,11.46,179,114.26,0.46,1.46
2017-06-11,6906.07,3058.48,4578.16,5.93,195,107.31,0.35,1.41
2017-06-18,5364.57,6181.18,1201.05,18.22,196,110.95,0.23,1.1
2017-06-25,5735.77,6859.91,3670.58,19.77,195,99.64,0.11,2.12
2017-07-02,5216.8,6074.01,2768.78,19.56,189,110.55,-0.01,2.08
2017-07-09,6473.28,4972.65,3525.21,27.43,203,103.3,-0.13,2.37
2017-07-16,7258.63,4966.67,2636.8,15.66,218,110.16,-0.25,2.63
2017-07-23,5485.11,3483.93,2524.91,10.94,208,93.11,-0.36,1.03
2017-07-30,6330.29,5790.39,1631.7,17.81,168,93.65,-0.47,1.79
2017-08-06,7679.88,4789.27,2832.44,6.66,171,104.96,-0.57,1.45
2017-08-13,5066.09,4343.26,4983,21.49,198,89.06,-0.67,2.08
2017-08-20,7227.47,3587.97,3791.76,23.37,211,119.26,-0.75,2.49
2017-08-27,7533.87,4700.24,4340.46,10.47,215,102.35,-0.83,2.19
2017-09-03,6415.75,4150.94,3731.97,9.75,198,106.91,-0.89,1.96
2017-09-10,5982.81,4602.97,3915.41,26.82,227,102.99,-0.94,1.82
2017-09-17,6082.33,3782.4,3722.3,12.3,213,117.4,-0.97,2.02
2017-09-24,8606.38,6687.59,3380.31,29.65,217,95.01,-0.99,2.43
2017-10-01,5996.42,4984,2533.98,23.23,195,98.73,-1,2.45
2017-10-08,7558.98,6074.95,2573.65,28.25,188,101.35,-0.99,2.2
2017-10-15,4733.55,2398.3,1719.33,23.79,205,98.15,-0.97,2.56
2017-10-22,5680.54,4546.8,2995.35,13.12,203,100.75,-0.93,2.03
2017-10-29,6308.07,4324.52,3719.48,14.39,201,95.5,-0.88,2.73
2017-11-05,6680.43,3777.07,3825.54,5.85,190,108.78,-0.82,1.5
2017-11-12,5468.27,6546.61,3076.11,27.37,201,98.31,-0.75,2.14
2017-11-19,5184.97,3584.72,2561.9,18.04,203,99.48,-0.66,1.09
2017-11-26,8067.32,5318.39,5632.41,13.62,216,100.38,-0.57,2.23
2017-12-03,7573.14,5846.44,3589.35,25.27,214,90.73,-0.46,0.81
2017-12-10,4887.69,5178.19,4136.46,24.8,178,104.85,-0.35,1.86
2017-12-17,5293.22,4124.74,2729.86,24.54,195,96.22,-0.24,2.04
2017-12-24,7458.69,5941.17,2969.63,18.3,195,102.19,-0.12,2.25
2017-12-31,5277.11,5170.59,3358.89,7.73,189,100.94,0,1.7
2018-01-07,7785.35,3936.5,4341.22,27.21,209,103.66,0.12,1.72
2018-01-14,5120.21,3611.95,2750.82,8.32,216,104.14,0.24,2.02
2018-01-21,7456.86,7086.72,3682.89,25.74,202,102.98,0.35,1.71
2018-01-28,6620.95,4321.5,1324.15,18.83,184,108.39,0.46,2.24
2018-02-04,7114.28,3144.43,2594.2,18.93,223,93.73,0.57,2.27
2018-02-11,4824.28,5533.26,1966.39,23.36,207,95.75,0.66,1.39
2018-02-18,8421.15,5310.23,3890.69,14.71,207,104.14,0.75,1.84
2018-02-25,5629.6,3646.17,2868.44,25.22,218,90.64,0.82,2.62
2018-03-04,4635.34,3057.04,2687.7,26.3,189,111.73,0.88,1.74
2018-03-11,7448.95,4883.7,4095.28,24.82,197,97.91,0.93,1.69
2018-03-18,6750.38,6139.4,3893.02,15.42,171,99.21,0.97,2.48
2018-03-25,6034.9,5636.12,2281.58,9.16,192,91.14,0.99,1.38
2018-04-01,5469.47,4507.06,3342.29,23.12,199,110.5,1,1.8
2018-04-08,7667.98,4165.81,2017.24,7.37,204,103.91,0.99,1.67
2018-04-15,6240.4,5271.07,2619.51,6.42,201,103.6,0.97,1.25
2018-04-22,6469.94,5157.35,4293.26,5.55,199,95.18,0.94,1.87
2018-04-29,5835.94,5629.71,4160.1,21.31,203,92.68,0.89,2.1
2018-05-06,5979.75,4604.2,3887.22,22.33,185,93.72,0.83,1.66
2018-05-13,6219.84,5899.35,2543.28,9.63,195,117.05,0.75,1.95
2018-05-20,4717.96,4169.19,1494.85,24.9,200,99.15,0.67,2.22
2018-05-27,7527.61,4669.46,2059.44,24.77,225,120.79,0.57,2.11
2018-06-03,9144.15,5740.81,3762.05,20.79,217,100.48,0.47,1.72
2018-06-10,7403.68,5989.97,2767.55,28.88,206,105.43,0.36,1.59
2018-06-17,6110.96,3061.5,1269.91,8.62,191,92.33,0.25,2.19
2018-06-24,6875.67,5107.19,2855.85,6.53,205,111.63,0.13,2.47
2018-07-01,8692.57,5608.78,4128.19,28.54,203,96.33,0.01,1.91
2018-07-08,6355.23,3549.18,3514.77,26.17,214,105.1,-0.11,1.48
2018-07-15,7737.78,5480.63,2342.99,13.89,197,87.08,-0.23,0.83
2018-07-22,4882.87,4171.83,1763.27,15.03,178,106.39,-0.35,1.46
2018-07-29,6355.31,6020.25,2338.76,29.06,210,104.35,-0.46,1.66
2018-08-05,6899.94,5538.48,3027.62,7.43,196,77.21,-0.56,2.6
2018-08-12,7844.92,5769.05,3710.46,22.73,200,91.88,-0.66,2.09
2018-08-19,5069.45,5120.72,1448.05,18.84,199,89.74,-0.74,2.16
2018-08-26,7161.81,5863.65,3818.56,27.08,217,109.04,-0.82,2.02
2018-09-02,6156.74,6380.51,3004.37,23.32,220,105.63,-0.88,1.61
2018-09-09,6272.89,6966.25,3455.82,20.74,205,91.91,-0.93,2.25
2018-09-16,5292.25,4971.6,1677.4,8.89,210,97.88,-0.97,1.58
2018-09-23,5166.72,2750.95,2466.68,16.86,189,107.81,-0.99,2.34
2018-09-30,5605.72,5031.53,2641.41,15.88,205,83.96,-1,1.53
2018-10-07,5627.26,5205.56,3835.11,8.89,187,100.3,-0.99,2.39
2018-10-14,6345.44,4844.65,3822.54,25.83,213,102.82,-0.97,2.78
2018-10-21,6426.26,5568.29,3348.07,12.21,203,104.27,-0.94,1.39
2018-10-28,6643.77,6010.68,4283.37,20.9,210,89.31,-0.89,1.46
2018-11-04,5432.93,4482.02,2587.67,17.03,215,93.39,-0.83,2.47
2018-11-11,6441.62,4705.9,3810.03,19.15,214,104.43,-0.76,2.9
2018-11-18,6703.68,5397.84,2971.25,20.28,195,101.79,-0.67,1.73
2018-11-25,7352.18,4449.78,2466.13,7.65,205,108.26,-0.58,1.52
2018-12-02,6155.9,5091.27,3738.7,17.17,218,109.73,-0.48,2.24
2018-12-09,5714.39,3038.29,4104.88,9.06,225,101.44,-0.37,2.67
2018-12-16,4710.23,3880.1,3702.6,15.73,183,117.93,-0.26,1.71
2018-12-23,6130.63,3672.24,2592.48,21.76,195,101.54,-0.14,2.06
2018-12-30,6221.88,4146.38,2624.17,19.32,207,103.63,-0.02,1.8
2019-01-06,6835.69,4306.7,4102.14,11.67,197,104.31,0.1,2.39
2019-01-13,9133.42,5382.31,3282.26,12.5,191,88.6,0.22,2.03
2019-01-20,7513.06,5982.11,3663.66,5.27,210,101.4,0.34,2.43
2019-01-27,5610.95,4272.62,2729.04,12.4,203,96.79,0.45,2
2019-02-03,5778.35,4003.16,4008.83,22.6,206,102,0.55,2.12
2019-02-10,5951.65,3958.31,2353,6.82,205,99.84,0.65,2.45
2019-02-17,6092.71,4585.41,3500.28,29.37,203,95.92,0.74,1.64
2019-02-24,5433.61,4760.97,2346.26,25.03,201,88.29,0.81,2.33
2019-03-03,6243.45,5483.62,1029.94,27.28,212,90.31,0.88,1.15
